gene_id,gene_short_name
Plcl2,Plcl2
Pld3,Pld3
Pld4,Pld4
Plek,Plek
Plekha1,Plekha1
Plekha2,Plekha2
Plekhf1,Plekhf1
Plekhg2,Plekhg2
Plekhg3,Plekhg3
Plekhg5,Plekhg5
Plekho1,Plekho1
Plod1,Plod1
Plod3,Plod3
Plscr1,Plscr1
Plvap,Plvap
Plxdc1,Plxdc1
Plxnb2,Plxnb2
Plxnc1,Plxnc1
Plxnd1,Plxnd1
Pmepa1,Pmepa1
Pmf1,Pmf1
Pml,Pml
Pmm1,Pmm1
Pnp,Pnp
Pnp2,Pnp2
Pnpla2,Pnpla2
Pnrc1,Pnrc1
Pola2,Pola2
Poldip2,Poldip2
Pole,Pole
Pole3,Pole3
Polq,Polq
Polr1a,Polr1a
Polr1b,Polr1b
Polr1c,Polr1c
Polr1d,Polr1d
Polr2e,Polr2e
Polr2f,Polr2f
Polr2j,Polr2j
Polr3d,Polr3d
Pon2,Pon2
Pop5,Pop5
Popdc2,Popdc2
Por,Por
Pou2af1,Pou2af1
Pou2f2,Pou2f2
Ppa1,Ppa1
Ppap2a,Ppap2a
Ppat,Ppat
Ppfia1,Ppfia1
Ppfia4,Ppfia4
Ppfibp1,Ppfibp1
Ppfibp2,Ppfibp2
Ppic,Ppic
Ppid,Ppid
Ppif,Ppif
Ppm1g,Ppm1g
Ppm1h,Ppm1h
Ppm1l,Ppm1l
Ppm1m,Ppm1m
Ppox,Ppox
Ppp1r12a,Ppp1r12a
Ppp1r13b,Ppp1r13b
Ppp1r14b,Ppp1r14b
Ppp1r15a,Ppp1r15a
Ppp1r15b,Ppp1r15b
Ppp1r3d,Ppp1r3d
Ppp1r9b,Ppp1r9b
Ppp2r1b,Ppp2r1b
Ppp2r4,Ppp2r4
Ppp3cc,Ppp3cc
Ppp6r1,Ppp6r1
Ppp6r2,Ppp6r2
Pprc1,Pprc1
Pqlc3,Pqlc3
Pra1,Pra1
Prc1,Prc1
Prdm2,Prdm2
Prdm5,Prdm5
Prdx2,Prdx2
Prdx3,Prdx3
Prdx4,Prdx4
Prdx5,Prdx5
Prdx6,Prdx6
Prelid2,Prelid2
Prg2,Prg2
Prg3,Prg3
Prim2,Prim2
Prkaa1,Prkaa1
Prkab1,Prkab1
Prkaca,Prkaca
Prkag1,Prkag1
Prkag2,Prkag2
Prkar2b,Prkar2b
Prkca,Prkca
Prkcb,Prkcb
Prkcd,Prkcd
Prkce,Prkce
Prkch,Prkch
Prkcq,Prkcq
Prkcsh,Prkcsh
Prkd2,Prkd2
Prmt5,Prmt5
Prnd,Prnd
Prodh,Prodh
Prom1,Prom1
Prorsd1,Prorsd1
Prpf19,Prpf19
Prpf3,Prpf3
Prpf4b,Prpf4b
Prpf8,Prpf8
Prpsap1,Prpsap1
Prr13,Prr13
Prr5,Prr5
Prrc2b,Prrc2b
Prrg4,Prrg4
Prss16,Prss16
Prss34,Prss34
Prss50,Prss50
Prssl1,Prssl1
Prtn3,Prtn3
Psap,Psap
Psat1,Psat1
Psen2,Psen2
Psip1,Psip1
Psma7,Psma7
Psmb1,Psmb1
Psmb10,Psmb10
Psmb2,Psmb2
Psmb3,Psmb3
Psmb4,Psmb4
Psmb6,Psmb6
Psmb7,Psmb7
Psmb8,Psmb8
Psmb9,Psmb9
Psmc1,Psmc1
Psmc2,Psmc2
Psmc3,Psmc3
Psmd1,Psmd1
Psmd11,Psmd11
Psmd12,Psmd12
Psmd2,Psmd2
Psmd3,Psmd3
Psmd4,Psmd4
Psmd5,Psmd5
Psmd7,Psmd7
Psmd9,Psmd9
Psme1,Psme1
Psme2,Psme2
Psme3,Psme3
Psmf1,Psmf1
Psmg1,Psmg1
Psmg2,Psmg2
Pspc1,Pspc1
Pstpip1,Pstpip1
Ptch1,Ptch1
Ptdss2,Ptdss2
Ptger2,Ptger2
Ptger3,Ptger3
Ptgir,Ptgir
Ptgr1,Ptgr1
Ptgs1,Ptgs1
Ptms,Ptms
Ptp4a2,Ptp4a2
Ptp4a3,Ptp4a3
Ptpn1,Ptpn1
Ptpn11,Ptpn11
Ptpn13,Ptpn13
Ptpn14,Ptpn14
Ptpn18,Ptpn18
Ptpn22,Ptpn22
Ptpn6,Ptpn6
Ptpn7,Ptpn7
Ptpra,Ptpra
Ptprcap,Ptprcap
Ptpre,Ptpre
Ptprs,Ptprs
Ptpru,Ptpru
Pttg1ip,Pttg1ip
Pum1,Pum1
Pus1,Pus1
Pus7,Pus7
Pvr,Pvr
Pvrl1,Pvrl1
Pwp2,Pwp2
Pycard,Pycard
Pycr2,Pycr2
Pygl,Pygl
Qars,Qars
Qdpr,Qdpr
Rab11fip1,Rab11fip1
Rab17,Rab17
Rab18,Rab18
Rab19,Rab19
Rab1b,Rab1b
Rab22B,Rab22B
Rab27a,Rab27a
Rab27b,Rab27b
Rab2a,Rab2a
Rab32,Rab32
Rab35,Rab35
Rab37,Rab37
Rab3d,Rab3d
Rab3il1,Rab3il1
Rab44,Rab44
Rab4a,Rab4a
Rabgap1l,Rabgap1l
Rabgef1,Rabgef1
Rac2,Rac2
Racgap1,Racgap1
Rad21,Rad21
Rad23a,Rad23a
Rad23b,Rad23b
Rad50,Rad50
Ralgds,Ralgds
Ralgps2,Ralgps2
Ramp1,Ramp1
Ran,Ran
Ranbp1,Ranbp1
Ranbp10,Ranbp10
Ranbp2,Ranbp2
Rangap1,Rangap1
Rangrf,Rangrf
Rap1b,Rap1b
Rapgef2,Rapgef2
Rapgef3,Rapgef3
Rapgef5,Rapgef5
Rapgef6,Rapgef6
Rara,Rara
Rarg,Rarg
Rasa2,Rasa2
Rasa4,Rasa4
Rasal3,Rasal3
Rasgrp2,Rasgrp2
Rassf2,Rassf2
Rassf3,Rassf3
Rassf4,Rassf4
Rassf8,Rassf8
Rbbp6,Rbbp6
Rbks,Rbks
Rbm16,Rbm16
Rbm25,Rbm25
Rbm27,Rbm27
Rbm33,Rbm33
Rbm39,Rbm39
Rbm43,Rbm43
Rbm5,Rbm5
Rbm8a,Rbm8a
Rbmxrt,Rbmxrt
Rbp1,Rbp1
Rbpms,Rbpms
Rcc2,Rcc2
Rcl1,Rcl1
Rcn3,Rcn3
Rcor1,Rcor1
Rcor2,Rcor2
Rcsd1,Rcsd1
Rdh12,Rdh12
Rdx,Rdx
Rec8,Rec8
Reck,Reck
Recql4,Recql4
Reep2,Reep2
Reep5,Reep5
Reep6,Reep6
Rel,Rel
Rela,Rela
Relb,Relb
Renbp,Renbp
Rest,Rest
Rexo2,Rexo2
Rfc2,Rfc2
Rfc4,Rfc4
Rfng,Rfng
Rftn1,Rftn1
Rfx2,Rfx2
Rgl1,Rgl1
Rgs10,Rgs10
Rgs12,Rgs12
Rgs14,Rgs14
Rgs18,Rgs18
Rgs19,Rgs19
Rgs2,Rgs2
Rhag,Rhag
Rhbdd2,Rhbdd2
Rhd,Rhd
Rhob,Rhob
Rhog,Rhog
Rhou,Rhou
Rin3,Rin3
Ripk3,Ripk3
Rlf,Rlf
Rnaseh1,Rnaseh1
Rnaseh2b,Rnaseh2b
Rnaseh2c,Rnaseh2c
Rnaset2a,Rnaset2a
Rnf10,Rnf10
Rnf125,Rnf125
Rnf13,Rnf13
Rnf130,Rnf130
Rnf144a,Rnf144a
Rnf144b,Rnf144b
Rnf150,Rnf150
Rnf180,Rnf180
Rnf187,Rnf187
Rnf213,Rnf213
Rnf216,Rnf216
Rnpep,Rnpep
Rnpepl1,Rnpepl1
Robld3,Robld3
Rod1,Rod1
Rogdi,Rogdi
Rom1,Rom1
Romo1,Romo1
Rpa2,Rpa2
Rpia,Rpia
Rpl13,Rpl13
Rpl13a,Rpl13a
Rpl18,Rpl18
Rpl23,Rpl23
Rpl27a,Rpl27a
Rpl32,Rpl32
Rpl37a,Rpl37a
Rpl4,Rpl4
Rplp2,Rplp2
Rpn1,Rpn1
Rpn2,Rpn2
Rprd1b,Rprd1b
Rps10,Rps10
Rps11,Rps11
Rps19,Rps19
Rps20,Rps20
Rps21,Rps21
Rps25,Rps25
Rps27l,Rps27l
Rps3,Rps3
Rps3a,Rps3a
Rps6ka1,Rps6ka1
Rps6ka2,Rps6ka2
Rps6ka5,Rps6ka5
Rps8,Rps8
Rrad,Rrad
Rrbp1,Rrbp1
Rreb1,Rreb1
Rrm1,Rrm1
Rrm2,Rrm2
Rrp1b,Rrp1b
Rrp9,Rrp9
Rsbn1,Rsbn1
Rsl1d1,Rsl1d1
Rsu1,Rsu1
Rtkn,Rtkn
Rtn4r,Rtn4r
Rtn4rl1,Rtn4rl1
Rtp4,Rtp4
Rufy2,Rufy2
Runx1,Runx1
Runx2,Runx2
Ruvbl1,Ruvbl1
Ruvbl2,Ruvbl2
Ryk,Ryk
S100a10,S100a10
S100a4,S100a4
S100a6,S100a6
S100a8,S100a8
S100a9,S100a9
S1pr1,S1pr1
S1pr2,S1pr2
S1pr3,S1pr3
S1pr4,S1pr4
SMC4,SMC4
Sae1,Sae1
Samd1,Samd1
Samd10,Samd10
Samd14,Samd14
Samhd1,Samhd1
Samm50,Samm50
Samsn1,Samsn1
Sars,Sars
Sat1,Sat1
Satb1,Satb1
Sbk1,Sbk1
Sbno1,Sbno1
Scaf11,Scaf11
Scamp2,Scamp2
Scarf1,Scarf1
Scd2,Scd2
Scin,Scin
Scly,Scly
Scnn1a,Scnn1a
Scpep1,Scpep1
Scrn3,Scrn3
Sdad1,Sdad1
Sdc3,Sdc3
Sdf2l1,Sdf2l1
Sdha,Sdha
Sdhb,Sdhb
Sdhc,Sdhc
Sdhd,Sdhd
Sdpr,Sdpr
Sdsl,Sdsl
Sec11c,Sec11c
Sec14l2,Sec14l2
Sec22c,Sec22c
Sec24d,Sec24d
Sec31a,Sec31a
Sec61a1,Sec61a1
Sec61b,Sec61b
Sec63,Sec63
Secisbp2,Secisbp2
Sel1l,Sel1l
Selenbp1,Selenbp1
Selk,Selk
Sell,Sell
Selm,Selm
Selp,Selp
Selplg,Selplg
Sema4a,Sema4a
Senp6,Senp6
Senp7,Senp7
Sepw1,Sepw1
Sepx1,Sepx1
Serinc5,Serinc5
Serp1,Serp1
Serpina3f,Serpina3f
Serpinb6b,Serpinb6b
Serpine2,Serpine2
Serpinf1,Serpinf1
Sertad1,Sertad1
Sesn1,Sesn1
Sesn3,Sesn3
Sestd1,Sestd1
Setd1a,Setd1a
Setd2,Setd2
Setd8,Setd8
Sf3a2,Sf3a2
Sf3b1,Sf3b1
Sf3b2,Sf3b2
Sf3b3,Sf3b3
Sfmbt1,Sfmbt1
Sfpi1,Sfpi1
Sfpq,Sfpq
Sfrs18,Sfrs18
Sfrs3,Sfrs3
Sfrs7,Sfrs7
Sfswap,Sfswap
Sfxn1,Sfxn1
Sfxn3,Sfxn3
Sgcb,Sgcb
Sgk1,Sgk1
Sgms2,Sgms2
Sgpp1,Sgpp1
Sh2b2,Sh2b2
Sh2d2a,Sh2d2a
Sh2d3c,Sh2d3c
Sh2d4a,Sh2d4a
Sh3bgrl3,Sh3bgrl3
Sh3bp5,Sh3bp5
Sh3glb1,Sh3glb1
Sh3kbp1,Sh3kbp1
Sh3pxd2b,Sh3pxd2b
Sh3tc1,Sh3tc1
Shank3,Shank3
Shfm1,Shfm1
Shisa5,Shisa5
Shmt1,Shmt1
Sigirr,Sigirr
Siglec5,Siglec5
Siglecg,Siglecg
Sigmar1,Sigmar1
Sik1,Sik1
Sipa1l1,Sipa1l1
Sirpa,Sirpa
Sirt2,Sirt2
Sirt7,Sirt7
Siva1,Siva1
Skil,Skil
Skiv2l2,Skiv2l2
Sla,Sla
Slain1,Slain1
Slbp,Slbp
Slc12a9,Slc12a9
Slc14a1,Slc14a1
Slc16a1,Slc16a1
Slc16a10,Slc16a10
Slc17a9,Slc17a9
Slc18a2,Slc18a2
Slc19a1,Slc19a1
Slc22a23,Slc22a23
Slc22a3,Slc22a3
Slc24a6,Slc24a6
Slc25a1,Slc25a1
Slc25a12,Slc25a12
Slc25a13,Slc25a13
Slc25a21,Slc25a21
Slc25a23,Slc25a23
Slc25a3,Slc25a3
Slc25a38,Slc25a38
Slc25a39,Slc25a39
Slc25a4,Slc25a4
Slc25a42,Slc25a42
Slc25a44,Slc25a44
Slc25a5,Slc25a5
Slc26a1,Slc26a1
Slc28a2,Slc28a2
Slc29a1,Slc29a1
Slc2a1,Slc2a1
Slc2a6,Slc2a6
Slc30a7,Slc30a7
Slc31a2,Slc31a2
Slc35b2,Slc35b2
Slc35b4,Slc35b4
Slc35c2,Slc35c2
Slc35e2,Slc35e2
Slc35e4,Slc35e4
Slc36a1,Slc36a1
Slc38a1,Slc38a1
Slc38a2,Slc38a2
Slc38a5,Slc38a5
Slc39a6,Slc39a6
Slc39a8,Slc39a8
Slc3a2,Slc3a2
Slc41a3,Slc41a3
Slc43a1,Slc43a1
Slc43a3,Slc43a3
Slc44a2,Slc44a2
Slc45a3,Slc45a3
Slc45a4,Slc45a4
Slc46a3,Slc46a3
Slc4a8,Slc4a8
Slc6a13,Slc6a13
Slc7a1,Slc7a1
Slc7a4,Slc7a4
Slc7a8,Slc7a8
Slc9a9,Slc9a9
Slco3a1,Slco3a1
Slco4a1,Slco4a1
Slfn2,Slfn2
Slfn8,Slfn8
Slfn9,Slfn9
Slk,Slk
Slmap,Slmap
Slmo2,Slmo2
Slpi,Slpi
Smad1,Smad1
Smap1,Smap1
Smap2,Smap2
Smarca4,Smarca4
Smarca5,Smarca5
Smarcc1,Smarcc1
Smarcc2,Smarcc2
Smc1a,Smc1a
Smc2,Smc2
Smc3,Smc3
Smchd1,Smchd1
Smg1,Smg1
Smg6,Smg6
Smpd4,Smpd4
Smtn,Smtn
Smyd2,Smyd2
Smyd3,Smyd3
Smyd5,Smyd5
Snd1,Snd1
Snord49b,Snord49b
Snrnp200,Snrnp200
Snrnp40,Snrnp40
Snrpa1,Snrpa1
Snrpb,Snrpb
Snrpd1,Snrpd1
Snrpd2,Snrpd2
Snrpf,Snrpf
Sntb2,Sntb2
Snx1,Snx1
Snx10,Snx10
Snx18,Snx18
Snx20,Snx20
Snx3,Snx3
Snx30,Snx30
Snx5,Snx5
Snx9,Snx9
Soat1,Soat1
Soat2,Soat2
Socs1,Socs1
Sod1,Sod1
Sod2,Sod2
Son,Son
Sorbs1,Sorbs1
Sorbs3,Sorbs3
Sord,Sord
Sorl1,Sorl1
Sort1,Sort1
Sox12,Sox12
Sox13,Sox13
Sox4,Sox4
Sox6,Sox6
Sp100,Sp100
Sp110,Sp110
Spag5,Spag5
Spata13,Spata13
Spata24,Spata24
Spata6,Spata6
Spc24,Spc24
Spcs2,Spcs2
Spcs3,Spcs3
Specc1l,Specc1l
Sphk1,Sphk1
Spin1,Spin1
Spire1,Spire1
Spire2,Spire2
Spn,Spn
Spna1,Spna1
Spna2,Spna2
Spnb1,Spnb1
Spnb2,Spnb2
Spns2,Spns2
Spns3,Spns3
Spon2,Spon2
Spop,Spop
Spr,Spr
Sqrdl,Sqrdl
Sqstm1,Sqstm1
Sra1,Sra1
Srcap,Srcap
Srgap2,Srgap2
Srgap3,Srgap3
Srgn,Srgn
Sri,Sri
Srm,Srm
Srp19,Srp19
Srp68,Srp68
Srp72,Srp72
Srp9,Srp9
Srpk2,Srpk2
Srprb,Srprb
Srrm1,Srrm1
Srrm2,Srrm2
Srrt,Srrt
Srsf1,Srsf1
Srsf2,Srsf2
Srsf6,Srsf6
Ssb,Ssb
Ssbp3,Ssbp3
Ssh1,Ssh1
Ssh3,Ssh3
Ssna1,Ssna1
Ssr1,Ssr1
Ssr2,Ssr2
Ssr4,Ssr4
Ssrp1,Ssrp1
Ssx2ip,Ssx2ip
St14,St14
St3gal5,St3gal5
St8sia4,St8sia4
Stard10,Stard10
Stard5,Stard5
Stat1,Stat1
Stat3,Stat3
Stat4,Stat4
Stat5a,Stat5a
Stat5b,Stat5b
Stau2,Stau2
Steap3,Steap3
Stk10,Stk10
Stk38,Stk38
Stom,Stom
Ston2,Ston2
Stra13,Stra13
Strap,Strap
Strbp,Strbp
Stt3b,Stt3b
Stx2,Stx2
Stx3,Stx3
Stxbp1,Stxbp1
Stxbp3a,Stxbp3a
Stxbp5,Stxbp5
Sun2,Sun2
Supt16h,Supt16h
Susd3,Susd3
Svip,Svip
Syce2,Syce2
Syf2,Syf2
Syk,Syk
Syne1,Syne1
Syne2,Syne2
Syngr1,Syngr1
Synj2,Synj2
Sypl,Sypl
Sytl1,Sytl1
Sytl4,Sytl4
Tacc1,Tacc1
Tacc2,Tacc2
Tacstd2,Tacstd2
Taf1,Taf1
Taf12,Taf12
Taf9,Taf9
Tagln2,Tagln2
Tal1,Tal1
Taldo1,Taldo1
Taok3,Taok3
Tap1,Tap1
Tapbpl,Tapbpl
Tapt1,Tapt1
Tars2,Tars2
Tarsl2,Tarsl2
Tax1bp1,Tax1bp1
Tbc1d16,Tbc1d16
Tbc1d17,Tbc1d17
Tbc1d2,Tbc1d2
Tbc1d22b,Tbc1d22b
Tbc1d4,Tbc1d4
Tbc1d5,Tbc1d5
Tbc1d9b,Tbc1d9b
Tbcb,Tbcb
Tbccd1,Tbccd1
Tbkbp1,Tbkbp1
Tbl1x,Tbl1x
Tbl1xr1,Tbl1xr1
Tbrg1,Tbrg1
Tbrg4,Tbrg4
Tbxa2r,Tbxa2r
Tbxas1,Tbxas1
Tcb,Tcb
Tceb3,Tceb3
Tcerg1,Tcerg1
Tcf12,Tcf12
Tcf19,Tcf19
Tcf20,Tcf20
Tcf25,Tcf25
Tcf3,Tcf3
Tcf7,Tcf7
Tcfe3,Tcfe3
Tcfec,Tcfec
Tcirg1,Tcirg1
Tcn2,Tcn2
Tcp11l2,Tcp11l2
Tec,Tec
Tecr,Tecr
Tep1,Tep1
Tet1,Tet1
Tet2,Tet2
Tfam,Tfam
Tfdp2,Tfdp2
Tfg,Tfg
Tfrc,Tfrc
Tgfb1,Tgfb1
Tgfbi,Tgfbi
Tgfbr2,Tgfbr2
Tgfbr3,Tgfbr3
Tgm2,Tgm2
Thap3,Thap3
Thoc4,Thoc4
Thoc7,Thoc7
Thop1,Thop1
Thra,Thra
Thrap3,Thrap3
Thumpd1,Thumpd1
Thy1,Thy1
Tiam1,Tiam1
Ticam2,Ticam2
Tie1,Tie1
Tifab,Tifab
Timeless,Timeless
Timm10,Timm10
Timp2,Timp2
Tinagl1,Tinagl1
Tirap,Tirap
Tjp2,Tjp2
Tjp3,Tjp3
Tk1,Tk1
Tkt,Tkt
Tle6,Tle6
Tlk1,Tlk1
Tlr2,Tlr2
Tm6sf1,Tm6sf1
Tm7sf3,Tm7sf3
Tm9sf3,Tm9sf3
Tmbim6,Tmbim6
Tmc6,Tmc6
Tmc8,Tmc8
Tmcc2,Tmcc2
Tmed10,Tmed10
Tmed3,Tmed3
Tmed9,Tmed9
Tmem109,Tmem109
Tmem119,Tmem119
Tmem131,Tmem131
Tmem141,Tmem141
Tmem147,Tmem147
Tmem14c,Tmem14c
Tmem159,Tmem159
Tmem160,Tmem160
Tmem165,Tmem165
Tmem173,Tmem173
Tmem176a,Tmem176a
Tmem176b,Tmem176b
Tmem179b,Tmem179b
Tmem180,Tmem180
Tmem184b,Tmem184b
Tmem2,Tmem2
Tmem20,Tmem20
Tmem205,Tmem205
Tmem208,Tmem208
Tmem229b,Tmem229b
Tmem29,Tmem29
Tmem38b,Tmem38b
Tmem41a,Tmem41a
Tmem50a,Tmem50a
Tmem50b,Tmem50b
Tmem53,Tmem53
Tmem56,Tmem56
Tmem59,Tmem59
Tmem70,Tmem70
Tmem8,Tmem8
Tmem9,Tmem9
Tmem97,Tmem97
Tmpo,Tmpo
Tmsb10,Tmsb10
Tmx4,Tmx4
Tnfaip2,Tnfaip2
Tnfaip8,Tnfaip8
Tnfaip8l2,Tnfaip8l2
Tnfrsf13b,Tnfrsf13b
Tnfrsf18,Tnfrsf18
Tnfrsf1a,Tnfrsf1a
Tnfrsf1b,Tnfrsf1b
Tnfrsf21,Tnfrsf21
Tnfrsf26,Tnfrsf26
Tnfsf14,Tnfsf14
Tnfsf9,Tnfsf9
Tnik,Tnik
Tnip1,Tnip1
Tnk2,Tnk2
Tnks1bp1,Tnks1bp1
Tnks2,Tnks2
Tnni2,Tnni2
Tnrc18,Tnrc18
Tnrc6a,Tnrc6a
Tnrc6b,Tnrc6b
Tns1,Tns1
Tns3,Tns3
Tns4,Tns4
Tom40,Tom40
Tomm22,Tomm22
Tomm5,Tomm5
Tomm6,Tomm6
Tomm70a,Tomm70a
Tonsl,Tonsl
Top2a,Top2a
Top2b,Top2b
Topbp1,Topbp1
Tor1a,Tor1a
Tor3a,Tor3a
Tpcn1,Tpcn1
Tpd52,Tpd52
Tpd52l2,Tpd52l2
Tpm1,Tpm1
Tpm2,Tpm2
Tpm3,Tpm3
Tpm4,Tpm4
Tpp1,Tpp1
Tpr,Tpr
Tprgl,Tprgl
Tprkb,Tprkb
Tpsb2,Tpsb2
Tpx2,Tpx2
Traf3ip2,Traf3ip2
Traf3ip3,Traf3ip3
Traf4,Traf4
Trafd1,Trafd1
Trak2,Trak2
Tram1,Tram1
Trappc5,Trappc5
Trem1,Trem1
Trem3,Trem3
Treml1,Treml1
Treml2,Treml2
Trerf1,Trerf1
Trf,Trf
Trfr2,Trfr2
Trib2,Trib2
Trim10,Trim10
Trim2,Trim2
Trim24,Trim24
Trim25,Trim25
Trim26,Trim26
Trim28,Trim28
Trim45,Trim45
Trim47,Trim47
Trim8,Trim8
Trip10,Trip10
Trip12,Trip12
Trip6,Trip6
Trmt1,Trmt1
Trmt61a,Trmt61a
Trp53,Trp53
Trp53i11,Trp53i11
Trp53i13,Trp53i13
Trps1,Trps1
Trpv2,Trpv2
Tsc22d4,Tsc22d4
Tsen34,Tsen34
Tsn,Tsn
Tsnax,Tsnax
Tspan13,Tspan13
Tspan2,Tspan2
Tspan31,Tspan31
Tspan32,Tspan32
Tspan33,Tspan33
Tspan5,Tspan5
Tspo,Tspo
Tspo2,Tspo2
Tspyl3,Tspyl3
Ttc15,Ttc15
Ttc21b,Ttc21b
Ttc27,Ttc27
Ttc3,Ttc3
Ttc39c,Ttc39c
Ttll12,Ttll12
Ttll9,Ttll9
Ttyh2,Ttyh2
Tuba1a,Tuba1a
Tuba1b,Tuba1b
Tuba1c,Tuba1c
Tuba8,Tuba8
Tubb2a,Tubb2a
Tubb5,Tubb5
Tubb6,Tubb6
Twf2,Twf2
Txn1,Txn1
Txn2,Txn2
Txndc16,Txndc16
Txndc5,Txndc5
Txnip,Txnip
Txnl1,Txnl1
Txnl4a,Txnl4a
Txnrd1,Txnrd1
Txnrd2,Txnrd2
Tyms,Tyms
Tyrobp,Tyrobp
Uap1,Uap1
Uba1,Uba1
Uba2,Uba2
Ubac1,Ubac1
Ubap2,Ubap2
Ubash3b,Ubash3b
Ubb,Ubb
Ube2c,Ube2c
Ube2e3,Ube2e3
Ube2l6,Ube2l6
Ube2q1,Ube2q1
Ube2r2,Ube2r2
Ublcp1,Ublcp1
Ubqln1,Ubqln1
Ubr5,Ubr5
Ubr7,Ubr7
Ubtd1,Ubtd1
Ubtf,Ubtf
Ubxn2a,Ubxn2a
Uchl1,Uchl1
Uck2,Uck2
Ucp2,Ucp2
Ugcg,Ugcg
Ugcgl1,Ugcgl1
Ugdh,Ugdh
Ugt1a1,Ugt1a1
Uhrf1,Uhrf1
Uhrf1bp1,Uhrf1bp1
Uhrf1bp1l,Uhrf1bp1l
Ulk3,Ulk3
Unc119,Unc119
Unc119b,Unc119b
Unc93b1,Unc93b1
Ung,Ung
Uqcr,Uqcr
Uqcr10,Uqcr10
Uqcrc1,Uqcrc1
Uqcrc2,Uqcrc2
Uqcrfs1,Uqcrfs1
Uqcrq,Uqcrq
Urod,Urod
Uros,Uros
Use1,Use1
Usp1,Usp1
Usp10,Usp10
Usp15,Usp15
Usp2,Usp2
Usp22,Usp22
Usp24,Usp24
Usp25,Usp25
Usp32,Usp32
Usp33,Usp33
Usp34,Usp34
Usp36,Usp36
Usp39,Usp39
Usp4,Usp4
Usp40,Usp40
Usp45,Usp45
Usp48,Usp48
Usp6nl,Usp6nl
Usp9x,Usp9x
Utp14a,Utp14a
Utp20,Utp20
Utrn,Utrn
Vamp2,Vamp2
Vamp5,Vamp5
Vamp8,Vamp8
Vangl1,Vangl1
Vars,Vars
Vasp,Vasp
Vat1,Vat1
Vav1,Vav1
Vav3,Vav3
Vcam1,Vcam1
Vcl,Vcl
Vdac1,Vdac1
Vdr,Vdr
Vegfa,Vegfa
Vegfb,Vegfb
Vgll4,Vgll4
Vill,Vill
Vim,Vim
Vopp1,Vopp1
Vprbp,Vprbp
Vps13c,Vps13c
Vps28,Vps28
Vps35,Vps35
Vps53,Vps53
Vps72,Vps72
Vwa5a,Vwa5a
Vwf,Vwf
Wapal,Wapal
Was,Was
Wasf2,Wasf2
Wbp2,Wbp2
Wbp5,Wbp5
Wbscr27,Wbscr27
Wdfy4,Wdfy4
Wdhd1,Wdhd1
Wdr1,Wdr1
Wdr18,Wdr18
Wdr4,Wdr4
Wdr59,Wdr59
Wdr60,Wdr60
Wdr61,Wdr61
Wdr65,Wdr65
Wdr73,Wdr73
Wdr74,Wdr74
Wdr8,Wdr8
Wdr81,Wdr81
Wdr92,Wdr92
Wdsub1,Wdsub1
Whsc1,Whsc1
Whsc1l1,Whsc1l1
Wipf1,Wipf1
Wipi2,Wipi2
Wls,Wls
Wnk1,Wnk1
Wrn,Wrn
Wsb1,Wsb1
Xbp1,Xbp1
Xcl1,Xcl1
Xdh,Xdh
Xk,Xk
Xkr8,Xkr8
Xpc,Xpc
Xpnpep1,Xpnpep1
Xrcc5,Xrcc5
Xrcc6,Xrcc6
Xrn2,Xrn2
Ybx1,Ybx1
Ydjc,Ydjc
Ylpm1,Ylpm1
Ypel3,Ypel3
Ypel5,Ypel5
Ythdc1,Ythdc1
Ywhae,Ywhae
Ywhaq,Ywhaq
Ywhaz,Ywhaz
Zbed3,Zbed3
Zbtb1,Zbtb1
Zbtb10,Zbtb10
Zbtb16,Zbtb16
Zbtb20,Zbtb20
Zbtb38,Zbtb38
Zbtb4,Zbtb4
Zbtb46,Zbtb46
Zbtb7a,Zbtb7a
Zc3h18,Zc3h18
Zc3h6,Zc3h6
Zc3hav1,Zc3hav1
Zcchc11,Zcchc11
Zcchc6,Zcchc6
Zdhhc14,Zdhhc14
Zdhhc20,Zdhhc20
Zdhhc8,Zdhhc8
Zdhhc9,Zdhhc9
Zeb1,Zeb1
Zfand2b,Zfand2b
Zfand3,Zfand3
Zfhx2,Zfhx2
Zfhx3,Zfhx3
Zfml,Zfml
Zfp106,Zfp106
Zfp207,Zfp207
Zfp217,Zfp217
Zfp238,Zfp238
Zfp259,Zfp259
Zfp326,Zfp326
Zfp36,Zfp36
Zfp36l2,Zfp36l2
Zfp467,Zfp467
Zfp507,Zfp507
Zfp516,Zfp516
Zfp579,Zfp579
Zfp608,Zfp608
Zfp637,Zfp637
Zfp644,Zfp644
Zfp706,Zfp706
Zfp783,Zfp783
Zfp800,Zfp800
Zfp831,Zfp831
Zfp90,Zfp90
Zfp945,Zfp945
Zfpm1,Zfpm1
Zg16,Zg16
Zkscan1,Zkscan1
Zmat3,Zmat3
Zmiz1,Zmiz1
Zmynd11,Zmynd11
Zmynd8,Zmynd8
Znhit1,Znhit1
Zswim4,Zswim4
Zwint,Zwint
Zyx,Zyx
Zzef1,Zzef1
calp80,calp80
hnRNP A2/B1,hnRNP A2/B1
mFLJ00022,mFLJ00022
mKIAA0007,mKIAA0007
mKIAA0569,mKIAA0569
mKIAA0621,mKIAA0621
mKIAA1027,mKIAA1027
mKIAA1575,mKIAA1575
mKIAA1994,mKIAA1994
rp9,rp9
slc43a2,slc43a2
